phi,theta,gain_total,gain_total_db,gain_phi,gain_phi_db,gain_theta,gain_theta_db
0.0,93.00000000259399,-7.21111441065039,-7.21111441065039,0.026379289600000258,-15.7873690427692,0.16367976249999985,-7.86005013794515
0.0,95.99999999916598,-6.17172644432806,-6.17172644432806,0.0011132610759999992,-29.5340297531486,0.24033681999999976,-6.19179689463023
0.0,99.00000000146755,-4.18004096104854,-4.18004096104854,0.008871668499999923,-20.5199469446378,0.3730690000000002,-4.28210836963673
0.0,101.99999999803956,-4.42886102263922,-4.42886102263922,0.01808467610000012,-17.4268926512975,0.3425885444,-4.65227163224115
0.0,105.00000000034115,-6.24907225394545,-6.24907225394545,0.017776573600000192,-17.5015194471645,0.2194114600000003,-6.587406926921
0.0,108.00000000264272,-6.50317891394134,-6.50317891394134,0.007153878799999999,-21.4545842188024,0.21655442689999987,-6.64432933806267
0.0,110.99999999921471,-4.46634492340426,-4.46634492340426,0.014399079999999901,-18.4166525538304,0.34317457000000023,-4.64484901819431
0.0,114.0000000015163,-4.25258481465931,-4.25258481465931,0.03089120160100007,-15.1016519825296,0.34472258000000006,-4.62530268526412
0.0,116.99999999808831,-5.65472985050015,-5.65472985050015,0.0427528084000004,-13.6903535151914,0.2292209576000002,-6.39745677481544
0.0,120.00000000038987,-5.53540658760186,-5.53540658760186,0.024408900000000133,-16.1245179185255,0.255141,-5.93219746631277
0.0,123.00000000269145,-3.45218426167723,-3.45218426167723,0.015677610400000156,-18.0472013228809,0.43595113250000017,-3.60562189802581
0.0,125.99999999926347,-3.25266147223161,-3.25266147223161,0.02622273999999971,-15.813219310781,0.4466386481000005,-3.50043699691924
0.0,129.00000000156504,-5.43975081341354,-5.43975081341354,0.023036200900000116,-16.3758914261908,0.26273925,-5.8047504413393
0.0,131.99999999813704,-6.02729207429096,-6.02729207429096,0.006944014900000053,-21.5838935595068,0.24267105000000025,-6.14982030735116
0.0,135.0000000004386,-3.74724506807121,-3.74724506807121,0.00946961000000002,-20.2366790677663,0.4124944799999999,-3.84581858802736
0.0,138.00000000274017,-2.87214869690934,-2.87214869690934,0.018539232499999798,-17.3190824904343,0.4976217000000002,-3.03100689441088
0.0,140.9999999993122,-3.91121453743307,-3.91121453743307,0.01387239010000015,-18.5784870707264,0.3924572899999996,-4.06207599368633
0.0,144.00000000161376,-3.98552647922141,-3.98552647922141,0.010846656199999964,-19.6470412519852,0.38858947999999993,-4.10508960915322
0.0,146.99999999818576,-1.88267346973259,-1.88267346973259,0.024783884099999855,-16.0583063052613,0.6234513799999999,-2.05197409420456
0.0,150.00000000048735,-1.03895875495274,-1.03895875495274,0.03761747090000011,-14.2461040631611,0.7496170400000003,-1.25160549796559
0.0,153.0000000027889,-2.27157276779715,-2.27157276779715,0.027303739599999963,-15.6377786664351,0.5654068999999994,-2.47638895857748
0.0,155.99999999936094,-3.57445968524233,-3.57445968524233,0.03243552040000026,-14.8897912979679,0.40665496999999995,-3.90773915530598
0.0,159.0000000016625,-2.09537209321887,-2.09537209321887,0.08007255490000084,-10.9651631410217,0.53717985,-2.69880286394121
0.0,161.9999999982345,-1.29777359768051,-1.29777359768051,0.11661893000000005,-9.33230947627952,0.6250714399999996,-2.04070343896366
